iteration,residual,time_seconds
818,6.271920269451e-03,0.033487
819,6.201436894594e-03,0.033520
820,6.131746520957e-03,0.033552
821,6.062840244762e-03,0.033584
822,5.994709261687e-03,0.033616
823,5.927344865779e-03,0.033648
824,5.860738448359e-03,0.033680
825,5.794881496947e-03,0.033713
826,5.729765594192e-03,0.033745
827,5.665382416813e-03,0.033777
828,5.601723734584e-03,0.033809
829,5.538781409261e-03,0.033841
830,5.476547393590e-03,0.033874
831,5.415013730297e-03,0.033906
832,5.354172551079e-03,0.033938
833,5.294016075630e-03,0.033977
834,5.234536610645e-03,0.034017
835,5.175726548887e-03,0.034058
836,5.117578368196e-03,0.034100
837,5.060084630572e-03,0.034133
838,5.003237981226e-03,0.034165
839,4.947031147665e-03,0.034197
840,4.891456938770e-03,0.034229
841,4.836508243899e-03,0.034269
842,4.782178031992e-03,0.034655
843,4.728459350689e-03,0.034766
844,4.675345325445e-03,0.034928
845,4.622829158680e-03,0.034969
846,4.570904128916e-03,0.035115
847,4.519563589934e-03,0.035196
848,4.468800969936e-03,0.035268
849,4.418609770709e-03,0.035327
850,4.368983566833e-03,0.035403
851,4.319916004836e-03,0.035459
852,4.271400802428e-03,0.035515
853,4.223431747685e-03,0.035571
854,4.176002698274e-03,0.035784
855,4.129107580681e-03,0.035859
856,4.082740389451e-03,0.035940
857,4.036895186416e-03,0.036022
858,3.991566099959e-03,0.036065
859,3.946747324254e-03,0.036097
860,3.902433118569e-03,0.036129
861,3.858617806503e-03,0.036161
862,3.815295775298e-03,0.036193
863,3.772461475107e-03,0.036226
864,3.730109418319e-03,0.036258
865,3.688234178842e-03,0.036290
866,3.646830391428e-03,0.036322
867,3.605892751003e-03,0.036364
868,3.565416011979e-03,0.036408
869,3.525394987604e-03,0.036441
870,3.485824549298e-03,0.036473
871,3.446699626019e-03,0.036505
872,3.408015203601e-03,0.036537
873,3.369766324139e-03,0.036569
874,3.331948085346e-03,0.036601
875,3.294555639945e-03,0.036633
876,3.257584195052e-03,0.036665
877,3.221029011556e-03,0.036697
878,3.184885403542e-03,0.036729
879,3.149148737688e-03,0.036761
880,3.113814432662e-03,0.036793
881,3.078877958574e-03,0.036826
882,3.044334836372e-03,0.036858
883,3.010180637284e-03,0.036890
884,2.976410982279e-03,0.036922
885,2.943021541470e-03,0.036964
886,2.910008033599e-03,0.037007
887,2.877366225473e-03,0.037043
888,2.845091931451e-03,0.037075
889,2.813181012882e-03,0.037107
890,2.781629377612e-03,0.037139
891,2.750432979440e-03,0.037171
892,2.719587817615e-03,0.037204
893,2.689089936327e-03,0.037236
894,2.658935424206e-03,0.037268
895,2.629120413824e-03,0.037300
896,2.599641081207e-03,0.037332
897,2.570493645336e-03,0.037364
898,2.541674367685e-03,0.037396
899,2.513179551746e-03,0.037429
900,2.485005542531e-03,0.037461
901,2.457148726143e-03,0.037493
902,2.429605529302e-03,0.037525
903,2.402372418883e-03,0.037557
904,2.375445901479e-03,0.037589
905,2.348822522946e-03,0.037621
906,2.322498867977e-03,0.037653
907,2.296471559654e-03,0.037685
908,2.270737259029e-03,0.037722
909,2.245292664693e-03,0.037755
910,2.220134512355e-03,0.037787
911,2.195259574434e-03,0.037820
912,2.170664659644e-03,0.037852
913,2.146346612569e-03,0.037891
914,2.122302313316e-03,0.037925
915,2.098528677041e-03,0.037957
916,2.075022653621e-03,0.037990
917,2.051781227236e-03,0.038022
918,2.028801415981e-03,0.038054
919,2.006080271506e-03,0.038086
920,1.983614878619e-03,0.038118
921,1.961402354929e-03,0.038150
922,1.939439850476e-03,0.038182
923,1.917724547356e-03,0.038214
924,1.896253659381e-03,0.038246
925,1.875024431711e-03,0.038278
926,1.854034140515e-03,0.038310
927,1.833280092586e-03,0.038342
928,1.812759625058e-03,0.038375
929,1.792470105012e-03,0.038407
930,1.772408929178e-03,0.038439
931,1.752573523575e-03,0.038471
932,1.732961343197e-03,0.038503
933,1.713569871691e-03,0.038535
934,1.694396621026e-03,0.038567
935,1.675439131179e-03,0.038599
936,1.656694969827e-03,0.038635
937,1.638161732021e-03,0.038667
938,1.619837039896e-03,0.038699
939,1.601718542361e-03,0.038731
940,1.583803914801e-03,0.038763
941,1.566090858759e-03,0.038795
942,1.548577101678e-03,0.038827
943,1.531260396597e-03,0.038859
944,1.514138521840e-03,0.038891
945,1.497209280760e-03,0.038923
946,1.480470501457e-03,0.038955
947,1.463920036491e-03,0.038987
948,1.447555762601e-03,0.039019
949,1.431375580454e-03,0.039052
950,1.415377414351e-03,0.039084
951,1.399559211983e-03,0.039116
952,1.383918944165e-03,0.039148
953,1.368454604568e-03,0.039180
954,1.353164209468e-03,0.039212
955,1.338045797481e-03,0.039244
956,1.323097429336e-03,0.039276
957,1.308317187604e-03,0.039308
958,1.293703176460e-03,0.039340
959,1.279253521448e-03,0.039373
960,1.264966369232e-03,0.039405
961,1.250839887356e-03,0.039437
962,1.236872264025e-03,0.039489
963,1.223061707857e-03,0.039525
964,1.209406447650e-03,0.039582
965,1.195904732180e-03,0.039615
966,1.182554829948e-03,0.039647
967,1.169355028985e-03,0.039679
968,1.156303636609e-03,0.039711
969,1.143398979214e-03,0.039744
970,1.130639402068e-03,0.039776
971,1.118023269099e-03,0.039808
972,1.105548962660e-03,0.039840
973,1.093214883356e-03,0.039903
974,1.081019449823e-03,0.039935
975,1.068961098504e-03,0.039967
976,1.057038283504e-03,0.039999
977,1.045249476339e-03,0.040031
978,1.033593165755e-03,0.040063
979,1.022067857546e-03,0.040095
980,1.010672074363e-03,0.040127
981,9.994043554964e-04,0.040160
982,9.882632567271e-04,0.040192
983,9.772473501120e-04,0.040224
984,9.663552238060e-04,0.040256
985,9.555854819132e-04,0.040288
986,9.449367442409e-04,0.040320
987,9.344076461984e-04,0.040352
988,9.239968385636e-04,0.040384
989,9.137029873443e-04,0.040416
990,9.035247735898e-04,0.040448
991,8.934608932221e-04,0.040480
992,8.835100568895e-04,0.040513
993,8.736709897581e-04,0.040547
994,8.639424314019e-04,0.040579
995,8.543231355987e-04,0.040612
996,8.448118701862e-04,0.040644
997,8.354074169046e-04,0.040676
998,8.261085712340e-04,0.040708
999,8.169141422600e-04,0.040740
1000,8.078229524770e-04,0.040772
1001,7.988338376887e-04,0.040804
1002,7.899456468277e-04,0.040836
1003,7.811572418067e-04,0.040868
1004,7.724674973847e-04,0.040900
1005,7.638753010211e-04,0.040932
1006,7.553795527278e-04,0.040964
1007,7.469791649222e-04,0.040996
1008,7.386730623059e-04,0.041028
1009,7.304601817051e-04,0.041060
1010,7.223394719453e-04,0.041092
1011,7.143098937222e-04,0.041125
1012,7.063704194511e-04,0.041157
1013,6.985200331493e-04,0.041189
1014,6.907577302952e-04,0.041221
1015,6.830825177252e-04,0.041253
1016,6.754934134507e-04,0.041305
1017,6.679894465942e-04,0.041340
1018,6.605696572222e-04,0.041372
1019,6.532330962458e-04,0.041405
1020,6.459788252766e-04,0.041437
1021,6.388059165269e-04,0.041469
1022,6.317134526852e-04,0.041501
1023,6.247005267836e-04,0.041533
1024,6.177662421036e-04,0.041566
1025,6.109097120429e-04,0.041599
1026,6.041300600002e-04,0.041631
1027,5.974264192941e-04,0.041664
1028,5.907979329986e-04,0.041696
1029,5.842437538804e-04,0.041728
1030,5.777630442679e-04,0.041761
1031,5.713549759348e-04,0.041793
1032,5.650187300240e-04,0.041825
1033,5.587534969119e-04,0.041858
1034,5.525584761148e-04,0.041890
1035,5.464328761934e-04,0.041922
1036,5.403759146379e-04,0.041955
1037,5.343868177777e-04,0.041987
1038,5.284648206749e-04,0.042019
1039,5.226091670358e-04,0.042051
1040,5.168191090930e-04,0.042084
1041,5.110939075366e-04,0.042116
1042,5.054328313910e-04,0.042148
1043,4.998351579497e-04,0.042181
1044,4.943001726530e-04,0.042213
1045,4.888271690210e-04,0.042245
1046,4.834154485422e-04,0.042278
1047,4.780643206004e-04,0.042310
1048,4.727731023736e-04,0.042342
1049,4.675411187543e-04,0.042374
1050,4.623677022563e-04,0.042407
1051,4.572521929286e-04,0.042439
1052,4.521939382797e-04,0.042471
1053,4.471922931892e-04,0.042503
1054,4.422466198072e-04,0.042536
1055,4.373562874991e-04,0.042568
1056,4.325206727534e-04,0.042600
1057,4.277391590918e-04,0.042632
1058,4.230111370102e-04,0.042665
1059,4.183360038768e-04,0.042697
1060,4.137131638746e-04,0.042729
1061,4.091420279089e-04,0.042762
1062,4.046220135445e-04,0.042794
1063,4.001525449203e-04,0.042826
1064,3.957330526780e-04,0.042859
1065,3.913629738987e-04,0.042891
1066,3.870417520100e-04,0.042923
1067,3.827688367321e-04,0.042956
1068,3.785436840027e-04,0.042988
1069,3.743657558972e-04,0.043020
1070,3.702345205711e-04,0.043052
1071,3.661494521962e-04,0.043105
1072,3.621100308623e-04,0.043138
1073,3.581157425475e-04,0.043170
1074,3.541660790356e-04,0.043202
1075,3.502605378466e-04,0.043234
1076,3.463986221805e-04,0.043267
1077,3.425798408378e-04,0.043299
1078,3.388037081814e-04,0.043331
1079,3.350697440521e-04,0.043363
1080,3.313774737110e-04,0.043396
1081,3.277264277964e-04,0.043428
1082,3.241161422303e-04,0.043460
1083,3.205461581907e-04,0.043499
1084,3.170160220305e-04,0.043532
1085,3.135252852244e-04,0.043564
1086,3.100735043263e-04,0.043596
1087,3.066602408843e-04,0.043629
1088,3.032850614098e-04,0.043661
1089,2.999475373086e-04,0.043693
1090,2.966472448213e-04,0.043725
1091,2.933837649844e-04,0.043757
1092,2.901566835609e-04,0.043805
1093,2.869655909900e-04,0.043837
1094,2.838100823540e-04,0.043869
1095,2.806897572915e-04,0.043901
1096,2.776042199644e-04,0.043933
1097,2.745530790193e-04,0.043967
1098,2.715359475072e-04,0.043999
1099,2.685524428643e-04,0.044031
1100,2.656021868394e-04,0.044063
1101,2.626848054532e-04,0.044095
1102,2.597999289577e-04,0.044127
1103,2.569471917805e-04,0.044159
1104,2.541262324676e-04,0.044191
1105,2.513366936639e-04,0.044223
1106,2.485782220361e-04,0.044255
1107,2.458504682522e-04,0.044288
1108,2.431530869259e-04,0.044320
1109,2.404857365648e-04,0.044352
1110,2.378480795405e-04,0.044384
1111,2.352397820369e-04,0.044416
1112,2.326605140036e-04,0.044448
1113,2.301099491228e-04,0.044480
1114,2.275877647638e-04,0.044512
1115,2.250936419346e-04,0.044544
1116,2.226272652570e-04,0.044576
1117,2.201883228954e-04,0.044608
1118,2.177765065613e-04,0.044640
1119,2.153915114274e-04,0.044672
1120,2.130330361143e-04,0.044705
1121,2.107007826597e-04,0.044737
1122,2.083944564507e-04,0.044769
1123,2.061137662063e-04,0.044801
1124,2.038584239391e-04,0.044833
1125,2.016281449114e-04,0.044865
1126,1.994226476004e-04,0.044986
1127,1.972416536649e-04,0.045019
1128,1.950848879018e-04,0.045051
1129,1.929520782288e-04,0.045083
1130,1.908429556220e-04,0.045115
1131,1.887572541046e-04,0.045148
1132,1.866947106956e-04,0.045180
1133,1.846550653964e-04,0.045212
1134,1.826380611275e-04,0.045245
1135,1.806434437329e-04,0.045277
1136,1.786709619087e-04,0.045309
1137,1.767203671981e-04,0.045341
1138,1.747914139460e-04,0.045374
1139,1.728838592747e-04,0.045406
1140,1.709974630428e-04,0.045438
1141,1.691319878305e-04,0.045471
1142,1.672871988875e-04,0.045503
1143,1.654628641261e-04,0.045535
1144,1.636587540729e-04,0.045567
1145,1.618746418347e-04,0.045600
1146,1.601103031037e-04,0.045632
1147,1.583655160806e-04,0.045664
1148,1.566400614882e-04,0.045697
1149,1.549337225154e-04,0.045729
1150,1.532462848031e-04,0.045761
1151,1.515775364080e-04,0.045794
1152,1.499272677853e-04,0.045829
1153,1.482952717509e-04,0.045861
1154,1.466813434581e-04,0.045893
1155,1.450852803793e-04,0.045926
1156,1.435068822666e-04,0.045958
1157,1.419459511407e-04,0.045990
1158,1.404022912393e-04,0.046022
1159,1.388757090352e-04,0.046055
1160,1.373660131672e-04,0.046087
1161,1.358730144375e-04,0.046119
1162,1.343965257863e-04,0.046152
1163,1.329363622677e-04,0.046184
1164,1.314923410121e-04,0.046216
1165,1.300642812264e-04,0.046249
1166,1.286520041527e-04,0.046294
1167,1.272553330503e-04,0.046327
1168,1.258740931653e-04,0.046360
1169,1.245081117369e-04,0.046393
1170,1.231572179259e-04,0.046425
1171,1.218212428424e-04,0.046457
1172,1.205000194955e-04,0.046490
1173,1.191933827782e-04,0.046522
1174,1.179011694404e-04,0.046554
1175,1.166232180853e-04,0.046586
1176,1.153593691266e-04,0.046618
1177,1.141094647871e-04,0.046651
1178,1.128733490621e-04,0.046683
1179,1.116508677098e-04,0.046735
1180,1.104418682279e-04,0.046767
1181,1.092461998402e-04,0.046799
1182,1.080637134580e-04,0.046831
1183,1.068942616861e-04,0.046864
1184,1.057376987886e-04,0.046896
1185,1.045938806714e-04,0.046928
1186,1.034626648705e-04,0.046960
1187,1.023439105159e-04,0.046992
1188,1.012374783418e-04,0.047024
1189,1.001432306434e-04,0.047056
1190,9.906103127040e-05,0.047088
1191,9.799074560679e-05,0.047120
1192,9.693224056459e-05,0.047152
1193,9.588538453898e-05,0.047184
1194,9.485004742587e-05,0.047216
1195,9.382610057077e-05,0.047248
1196,9.281341678563e-05,0.047282
1197,9.181187030865e-05,0.047314
1198,9.082133679243e-05,0.047347
1199,8.984169329728e-05,0.047379
1200,8.887281826934e-05,0.047418
1201,8.791459152099e-05,0.047451
1202,8.696689421896e-05,0.047483
1203,8.602960887291e-05,0.047515
1204,8.510261931635e-05,0.047547
1205,8.418581068584e-05,0.047579
1206,8.327906942165e-05,0.047611
1207,8.238228323440e-05,0.047643
1208,8.149534110270e-05,0.047675
1209,8.061813326553e-05,0.047711
1210,7.975055117832e-05,0.047785
1211,7.889248754210e-05,0.047818
1212,7.804383624797e-05,0.047850
1213,7.720449239792e-05,0.047884
1214,7.637435226532e-05,0.047916
1215,7.555331328801e-05,0.047949
1216,7.474127406966e-05,0.047981
1217,7.393813435504e-05,0.048013
1218,7.314379500347e-05,0.048045
1219,7.235815801020e-05,0.048078
1220,7.158112646580e-05,0.048110
1221,7.081260454638e-05,0.048142
1222,7.005249751838e-05,0.048174
1223,6.930071169846e-05,0.048207
1224,6.855715447898e-05,0.048243
1225,6.782173427292e-05,0.048285
1226,6.709436054383e-05,0.048326
1227,6.637494376021e-05,0.048368
1228,6.566339540352e-05,0.048401
1229,6.495962795560e-05,0.048433
1230,6.426355486973e-05,0.048465
1231,6.357509059078e-05,0.048497
1232,6.289415051076e-05,0.048552
1233,6.222065098734e-05,0.048584
1234,6.155450930446e-05,0.048617
1235,6.089564369157e-05,0.048650
1236,6.024397328528e-05,0.048682
1237,5.959941813593e-05,0.048715
1238,5.896189920370e-05,0.048747
1239,5.833133832075e-05,0.048779
1240,5.770765820715e-05,0.048813
1241,5.709078245034e-05,0.048847
1242,5.648063549882e-05,0.048880
1243,5.587714264718e-05,0.048912
1244,5.528023003576e-05,0.048945
1245,5.468982462264e-05,0.048977
1246,5.410585420284e-05,0.049009
1247,5.352824737674e-05,0.049041
1248,5.295693353806e-05,0.049073
1249,5.239184289335e-05,0.049106
1250,5.183290640796e-05,0.049138
1251,5.128005585020e-05,0.049170
1252,5.073322373838e-05,0.049202
1253,5.019234334614e-05,0.049235
1254,4.965734870999e-05,0.049267
1255,4.912817459946e-05,0.049299
1256,4.860475651476e-05,0.049337
1257,4.808703068925e-05,0.049380
1258,4.757493405706e-05,0.049421
1259,4.706840428187e-05,0.049466
1260,4.656737970574e-05,0.049508
1261,4.607179938039e-05,0.049550
1262,4.558160303071e-05,0.049592
1263,4.509673106379e-05,0.049629
1264,4.461712454813e-05,0.049671
1265,4.414272522312e-05,0.049712
1266,4.367347548065e-05,0.049754
1267,4.320931835311e-05,0.049795
1268,4.275019751376e-05,0.049835
1269,4.229605727102e-05,0.049877
1270,4.184684255677e-05,0.049918
1271,4.140249891954e-05,0.049960
1272,4.096297252461e-05,0.050001
1273,4.052821012419e-05,0.050041
1274,4.009815909158e-05,0.050080
1275,3.967276737203e-05,0.050119
1276,3.925198350198e-05,0.050160
1277,3.883575659291e-05,0.050194
1278,3.842403632403e-05,0.050226
1279,3.801677294419e-05,0.050258
1280,3.761391725535e-05,0.050290
1281,3.721542061656e-05,0.050372
1282,3.682123492366e-05,0.050404
1283,3.643131261968e-05,0.050436
1284,3.604560667220e-05,0.050468
1285,3.566407058499e-05,0.050509
1286,3.528665837663e-05,0.050541
1287,3.491332457657e-05,0.050573
1288,3.454402423130e-05,0.050605
1289,3.417871289109e-05,0.050637
1290,3.381734660080e-05,0.050669
1291,3.345988189007e-05,0.050701
1292,3.310627579089e-05,0.050733
1293,3.275648580405e-05,0.050765
1294,3.241046990752e-05,0.050797
1295,3.206818655400e-05,0.050829
1296,3.172959466110e-05,0.050861
1297,3.139465359675e-05,0.050893
1298,3.106332319726e-05,0.050925
1299,3.073556373422e-05,0.050956
1300,3.041133593814e-05,0.050988
1301,3.009060096250e-05,0.051020
1302,2.977332041212e-05,0.051052
1303,2.945945630508e-05,0.051084
1304,2.914897109639e-05,0.051116
1305,2.884182765176e-05,0.051148
1306,2.853798925581e-05,0.051180
1307,2.823741960916e-05,0.051212
1308,2.794008280638e-05,0.051244
1309,2.764594335067e-05,0.051276
1310,2.735496614471e-05,0.051308
1311,2.706711646867e-05,0.051364
1312,2.678236001073e-05,0.051396
1313,2.650066282528e-05,0.051428
1314,2.622199135350e-05,0.051460
1315,2.594631240811e-05,0.051492
1316,2.567359318287e-05,0.051524
1317,2.540380121557e-05,0.051556
1318,2.513690443100e-05,0.051588
1319,2.487287109444e-05,0.051620
1320,2.461166983311e-05,0.051688
1321,2.435326962319e-05,0.051720
1322,2.409763977782e-05,0.051752
1323,2.384474997054e-05,0.051784
1324,2.359457019406e-05,0.051816
1325,2.334707079728e-05,0.051848
1326,2.310222243112e-05,0.051880
1327,2.285999610210e-05,0.051912
1328,2.262036311788e-05,0.051944
1329,2.238329511400e-05,0.051976
1330,2.214876405593e-05,0.052007
1331,2.191674219234e-05,0.052039
1332,2.168720210678e-05,0.052071
1333,2.146011667315e-05,0.052103
1334,2.123545907557e-05,0.052138
1335,2.101320279178e-05,0.052192
1336,2.079332159654e-05,0.052225
1337,2.057578955939e-05,0.052257
1338,2.036058103290e-05,0.052289
1339,2.014767065501e-05,0.052321
1340,1.993703335131e-05,0.052353
1341,1.972864432497e-05,0.052385
1342,1.952247904433e-05,0.052417
1343,1.931851327048e-05,0.052450
1344,1.911672302076e-05,0.052482
1345,1.891708457539e-05,0.052514
1346,1.871957448751e-05,0.052546
1347,1.852416956832e-05,0.052578
1348,1.833084688265e-05,0.052610
1349,1.813958375690e-05,0.052642
1350,1.795035776214e-05,0.052674
1351,1.776314672275e-05,0.052706
1352,1.757792870957e-05,0.052739
1353,1.739468203298e-05,0.052771
1354,1.721338525029e-05,0.052803
1355,1.703401715271e-05,0.052835
1356,1.685655676384e-05,0.052867
1357,1.668098334801e-05,0.052899
1358,1.650727639309e-05,0.052932
1359,1.633541561573e-05,0.052964
1360,1.616538095786e-05,0.052998
1361,1.599715258739e-05,0.053031
1362,1.583071088430e-05,0.053064
1363,1.566603645350e-05,0.053096
1364,1.550311011270e-05,0.053128
1365,1.534191288697e-05,0.053160
1366,1.518242601864e-05,0.053192
1367,1.502463095837e-05,0.053225
1368,1.486850935257e-05,0.053257
1369,1.471404306169e-05,0.053289
1370,1.456121413596e-05,0.053321
1371,1.441000483664e-05,0.053353
1372,1.426039761395e-05,0.053385
1373,1.411237511387e-05,0.053418
1374,1.396592017328e-05,0.053450
1375,1.382101582210e-05,0.053482
1376,1.367764526844e-05,0.053514
1377,1.353579192406e-05,0.053546
1378,1.339543936451e-05,0.053579
1379,1.325657135774e-05,0.053611
1380,1.311917185094e-05,0.053643
1381,1.298322495996e-05,0.053675
1382,1.284871499020e-05,0.053707
1383,1.271562640826e-05,0.053739
1384,1.258394385878e-05,0.053772
1385,1.245365215278e-05,0.053804
1386,1.232473626757e-05,0.053836
1387,1.219718135597e-05,0.053868
1388,1.207097271885e-05,0.053900
1389,1.194609583470e-05,0.053952
1390,1.182253632676e-05,0.053985
1391,1.170027999585e-05,0.054017
1392,1.157931277699e-05,0.054049
1393,1.145962077999e-05,0.054081
1394,1.134119025895e-05,0.054113
1395,1.122400761591e-05,0.054146
1396,1.110805940765e-05,0.054178
1397,1.099333234009e-05,0.054210
1398,1.087981326170e-05,0.054242
1399,1.076748917054e-05,0.054274
1400,1.065634720301e-05,0.054307
1401,1.054637463485e-05,0.054339
1402,1.043755889226e-05,0.054371
1403,1.032988753207e-05,0.054403
1404,1.022334824363e-05,0.054435
1405,1.011792886188e-05,0.054468
1406,1.001361735418e-05,0.054500
1407,9.910401808048e-06,0.054532
1408,9.808270453518e-06,0.054564
1409,9.707211652439e-06,0.054596
1410,9.607213882022e-06,0.054629
1411,9.508265755653e-06,0.054661
1412,9.410356008902e-06,0.054693
1413,9.313473503458e-06,0.054725
1414,9.217607215230e-06,0.054757
1415,9.122746251368e-06,0.054790
1416,9.028879833859e-06,0.054822
1417,8.935997301945e-06,0.054854
1418,8.844088110961e-06,0.054886
1419,8.753141833303e-06,0.054918
1420,8.663148161280e-06,0.054950
1421,8.574096890700e-06,0.054983
1422,8.485977932816e-06,0.055015
1423,8.398781308581e-06,0.055047
1424,8.312497157833e-06,0.055079
1425,8.227115707374e-06,0.055111
1426,8.142627313289e-06,0.055143
1427,8.059022422697e-06,0.055175
1428,7.976291593857e-06,0.055207
1429,7.894425485296e-06,0.055247
1430,7.813414860280e-06,0.055279
1431,7.733250580611e-06,0.055311
1432,7.653923610880e-06,0.055343
1433,7.575425008192e-06,0.055375
1434,7.497745936376e-06,0.055407
1435,7.420877647459e-06,0.055438
1436,7.344811494153e-06,0.055470
1437,7.269538923760e-06,0.055502
1438,7.195051471242e-06,0.055538
1439,7.121340771568e-06,0.055581
1440,7.048398545818e-06,0.055613
1441,6.976216608538e-06,0.055645
1442,6.904786854737e-06,0.055677
1443,6.834101283591e-06,0.055709
1444,6.764151967984e-06,0.055759
1445,6.694931072058e-06,0.055792
1446,6.626430849928e-06,0.055835
1447,6.558643629680e-06,0.055876
1448,6.491561836370e-06,0.055911
1449,6.425177958173e-06,0.055943
1450,6.359484582975e-06,0.055976
1451,6.294474377468e-06,0.056008
1452,6.230140076388e-06,0.056040
1453,6.166474504483e-06,0.056072
1454,6.103470560295e-06,0.056104
1455,6.041121217544e-06,0.056136
1456,5.979419530099e-06,0.056168
1457,5.918358630234e-06,0.056200
1458,5.857931714722e-06,0.056233
1459,5.798132062791e-06,0.056266
1460,5.738953024539e-06,0.056298
1461,5.680388021786e-06,0.056330
1462,5.622430544846e-06,0.056362
1463,5.565074159583e-06,0.056395
1464,5.508312500949e-06,0.056427
1465,5.452139267079e-06,0.056459
1466,5.396548233545e-06,0.056491
1467,5.341533238735e-06,0.056523
1468,5.287088180913e-06,0.056555
1469,5.233207038989e-06,0.056587
1470,5.179883845814e-06,0.056620
1471,5.127112703782e-06,0.056652
1472,5.074887775218e-06,0.056684
1473,5.023203292536e-06,0.056716
1474,4.972053542172e-06,0.056748
1475,4.921432876318e-06,0.056780
1476,4.871335713775e-06,0.056812
1477,4.821756521032e-06,0.056845
1478,4.772689836278e-06,0.056877
1479,4.724130247258e-06,0.056909
1480,4.676072409785e-06,0.056941
1481,4.628511033913e-06,0.056973
1482,4.581440880166e-06,0.057005
1483,4.534856776144e-06,0.057037
1484,4.488753594806e-06,0.057070
1485,4.443126270331e-06,0.057102
1486,4.397969795467e-06,0.057134
1487,4.353279206438e-06,0.057166
1488,4.309049601321e-06,0.057198
1489,4.265276132515e-06,0.057230
1490,4.221953993863e-06,0.057262
1491,4.179078444574e-06,0.057295
1492,4.136644782545e-06,0.057327
1493,4.094648365427e-06,0.057359
1494,4.053084598288e-06,0.057391
1495,4.011948927287e-06,0.057423
1496,3.971236863276e-06,0.057455
1497,3.930943954624e-06,0.057487
1498,3.891065799000e-06,0.057519
1499,3.851598043311e-06,0.057580
1500,3.812536380223e-06,0.057612
1501,3.773876547062e-06,0.057645
1502,3.735614334767e-06,0.057677
1503,3.697745563925e-06,0.057709
1504,3.660266116203e-06,0.057741
1505,3.623171909917e-06,0.057773
1506,3.586458907919e-06,0.057806
1507,3.550123113055e-06,0.057838
1508,3.514160581399e-06,0.057870
1509,3.478567398003e-06,0.057902
1510,3.443339699729e-06,0.057934
1511,3.408473659775e-06,0.057966
1512,3.373965491654e-06,0.057999
1513,3.339811456463e-06,0.058031
1514,3.306007842970e-06,0.058063
1515,3.272550999916e-06,0.058095
1516,3.239437292527e-06,0.058127
1517,3.206663138085e-06,0.058159
1518,3.174224984105e-06,0.058192
1519,3.142119330905e-06,0.058224
1520,3.110342692606e-06,0.058256
1521,3.078891648452e-06,0.058288
1522,3.047762790967e-06,0.058320
1523,3.016952761835e-06,0.058352
1524,2.986458232921e-06,0.058385
1525,2.956275914107e-06,0.058417
1526,2.926402550018e-06,0.058449
1527,2.896834922219e-06,0.058481
1528,2.867569835989e-06,0.058513
1529,2.838604150475e-06,0.058545
1530,2.809934733445e-06,0.058578
1531,2.781558514922e-06,0.058623
1532,2.753472428462e-06,0.058656
1533,2.725673463920e-06,0.058688
1534,2.698158623937e-06,0.058720
1535,2.670924958759e-06,0.058753
1536,2.643969543061e-06,0.058785
1537,2.617289477842e-06,0.058817
1538,2.590881907878e-06,0.058850
1539,2.564743997004e-06,0.058882
1540,2.538872937488e-06,0.058914
1541,2.513265968685e-06,0.058946
1542,2.487920335585e-06,0.058978
1543,2.462833328306e-06,0.059010
1544,2.438002267942e-06,0.059042
1545,2.413424489381e-06,0.059075
1546,2.389097367049e-06,0.059107
1547,2.365018305280e-06,0.059139
1548,2.341184723307e-06,0.059179
1549,2.317594078338e-06,0.059211
1550,2.294243853189e-06,0.059243
1551,2.271131556155e-06,0.059275
1552,2.248254714333e-06,0.059307
1553,2.225610902196e-06,0.059339
1554,2.203197692566e-06,0.059390
1555,2.181012702606e-06,0.059422
1556,2.159053571998e-06,0.059461
1557,2.137317965219e-06,0.059506
1558,2.115803556026e-06,0.059539
1559,2.094508069334e-06,0.059571
1560,2.073429237433e-06,0.059604
1561,2.052564818079e-06,0.059636
1562,2.031912591855e-06,0.059668
1563,2.011470373994e-06,0.059700
1564,1.991235984224e-06,0.059732
1565,1.971207282650e-06,0.059764
1566,1.951382138628e-06,0.059796
1567,1.931758455725e-06,0.059828
1568,1.912334149852e-06,0.059861
1569,1.893107168773e-06,0.059892
1570,1.874075465620e-06,0.059924
1571,1.855237035251e-06,0.059957
1572,1.836589878609e-06,0.059989
1573,1.818132025871e-06,0.060021
1574,1.799861523970e-06,0.060053
1575,1.781776444468e-06,0.060085
1576,1.763874871330e-06,0.060117
1577,1.746154918164e-06,0.060149
1578,1.728614710139e-06,0.060181
1579,1.711252398371e-06,0.060213
1580,1.694066147355e-06,0.060245
1581,1.677054148219e-06,0.060277
1582,1.660214608699e-06,0.060309
1583,1.643545755801e-06,0.060341
1584,1.627045826197e-06,0.060373
1585,1.610713087121e-06,0.060405
1586,1.594545817256e-06,0.060437
1587,1.578542319110e-06,0.060469
1588,1.562700904592e-06,0.060501
1589,1.547019908016e-06,0.060533
1590,1.531497686188e-06,0.060565
1591,1.516132600079e-06,0.060598
1592,1.500923047211e-06,0.060630
1593,1.485867415858e-06,0.060662
1594,1.470964139953e-06,0.060694
1595,1.456211647837e-06,0.060726
1596,1.441608393863e-06,0.060758
1597,1.427152845806e-06,0.060790
1598,1.412843491313e-06,0.060822
1599,1.398678827840e-06,0.060854
1600,1.384657374061e-06,0.060886
1601,1.370777663386e-06,0.060918
1602,1.357038237223e-06,0.060950
1603,1.343437662649e-06,0.060982
1604,1.329974515177e-06,0.061014
